2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
131,173.1,33.4313011169434
132,176.9,53.8389472961426
133,179.0,63.9328842163086
134,191.0,160.907318115234
135,192.9,161.64616394043
136,207.0,681.488525390625
137,207.9,141.775787353516
138,208.9,56.7343521118164
139,209.0,25.5785751342773
140,236.9,21.7005367279053
141,249.0,76.2961578369141
142,250.9,84.7022552490234
143,252.8,11.9710273742676
144,253.0,24.5098743438721
145,264.8,21.7306346893311
146,267.0,548.912475585938
147,267.9,66.3645858764648
148,268.0,69.0607147216797
149,268.9,106.283813476563
150,281.0,208.283203125
151,282.0,72.6906280517578
152,282.9,10.1691398620605
153,341.0,51.1427040100098
154,355.0,296.984680175781
155,355.9,110.411026000977
156,356.9,31.6989631652832
157,357.0,24.1518497467041
3.378-3.611 min,,
#Point,X(Thompsons),Y(Counts)
0,30.0,77.594367980957
1,31.0,771.437561035156
2,32.0,2501.48071289063
3,33.0,274.578186035156
4,34.0,312.212280273438
5,35.0,465.915222167969
6,35.9,23.5857257843018
7,36.0,62.8125152587891
8,37.0,159.806991577148
9,38.0,172.511428833008
10,39.0,796.836730957031
11,40.0,518.091979980469
12,41.0,877.017822265625
13,42.0,575.493774414063
14,43.0,1643.24011230469
15,44.0,3908.63256835938
16,45.0,4656.7607421875
17,46.0,1518.01965332031
18,47.0,1838.62683105469
19,48.0,1639.66516113281
20,49.0,314.311584472656
21,50.0,418.119323730469
22,51.0,342.160552978516
23,52.0,137.072860717773
24,52.1,10.6699514389038
25,53.0,328.058715820313
26,54.0,175.444442749023
27,55.0,513.322326660156
28,56.0,264.952514648438
29,57.0,303.603149414063
30,58.0,374.274383544922
31,59.0,184.542938232422
32,59.9,87.4982833862305
33,60.0,37.8480796813965
34,61.0,1682.17028808594
35,62.0,898.025146484375
36,63.0,6888.603515625
37,64.0,300.666717529297
38,65.0,494.499633789063
39,66.0,122.474761962891
40,67.0,478.142211914063
41,68.0,100.648490905762
42,68.0,30.2844219207764
43,69.0,284.540100097656
44,70.0,414.989624023438
45,70.9,2.35861229896545
46,71.0,32.3030624389648
47,71.1,6.77454042434692
48,71.9,50.4084701538086
49,72.0,18.4792556762695
50,73.0,245.913375854492
51,73.9,13.1252012252808
52,74.0,118.980834960938
53,75.0,92.5890197753906
54,75.9,45.9670677185059
55,76.0,9.07550811767578
56,77.0,355.313262939453
57,78.0,4500.7880859375
58,79.0,802.179443359375
59,80.0,308.512725830078
60,81.0,394.77099609375
61,82.0,113.474189758301
62,82.1,6.33999586105347
63,83.0,87.0052871704102
64,83.1,8.18366432189941
65,84.0,14.4458427429199
66,84.1,11.2604446411133
67,85.9,2.46997714042664
68,87.8,1.9829066991806
69,87.9,97.7035903930664
70,88.9,27.7050838470459
71,88.9,40.5811157226563
72,91.0,173.592514038086
